smiles,mp,db,db_index,train/test
CC(=O)N1CCCC2=C1C=CC(Br)=C2,333.15,Enamine,11837,False
CC(C)(C)OC(=O)N1CCC(I)CC1,318.15,Enamine,12785,True
CCC1=NOC2=C1C=C(C=N2)C(O)=O,467.15,Enamine,14320,True
CC(Br)C1=CC2=C(C=CC=C2)C=C1,336.15,Enamine,14169,True
ClC(Cl)(Cl)Cl,250.15,Bradley,6,True
CCOC(=O)C(=NNC1=CC=C(C=C1)C(O)=O)C#N,492.15,OCHEM,14047,True
CC1=C(F)C=C(C(N)=O)C(N)=C1,466.15,Enamine,20168,True
NC1=C(Br)C=C(F)C(Cl)=C1Br,371.15,OCHEM,19854,True
COC1=C(NCC2=CN=CC=C2)C=C(Br)C=C1,340.15,Enamine,4238,True
CC(NC(=O)CCl)C1=CC2=C(CCCC2)C=C1,408.15,Enamine,8027,False
COC1=CC2=C(N=CC=C2)C(=C1)[N+]([O-])=O,432.15,OCHEM,7517,True
CN1CCN(CC1)C1=CC=C(N)C=C1,365.15,OCHEM,15518,True
ClC1=C(C=C2C3=C(C=CC=C3)C3=C2C=CC=C3)C=CC=C1,342.65,OCHEM,9908,True
OC(=O)CN1C(=O)NC2(CCCC2)C1=O,439.15,Enamine,2663,True
O=S1(=O)CCCCO1,286.65,OCHEM,9899,False
CN1CCN(CC1)S(=O)(=O)C1=C(C)NN=C1C,461.15,Enamine,14123,False
CC1=C(N=C(O1)C1=CC=CC=C1)C(O)=O,455.15,OCHEM,5271,True
COC(=O)CCC1=CC=C(N)C=C1,313.15,Enamine,17687,True
CNC1=NC=C(S1)C(O)=O,433.15,Enamine,4460,True
COC(=O)NC(CC1=CC=CC=C1)C(O)=O,349.15,Enamine,15077,True
OC(=O)CCN1C(=O)C(=O)C2=C1C=C(F)C=C2,453.15,Enamine,15611,True
CC1=C(C=CC=C1N)N1C=NN=N1,398.15,Enamine,11117,True
CCC(O)(CC)CC,260.35,Bradley,494,True
CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,403.15,OCHEM,11193,True
NNC(=O)CC1=NNC=C1,454.15,Enamine,18208,True
OC(=O)C1=CC(NC(=O)C2CC3=C(O2)C=CC=C3)=CC=C1,526.15,Enamine,13183,True
O=C(N(CC(NC1=CC=CC=C1)=NC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,415.15,OCHEM,12691,True
OC(=O)C=CC1=CN(N=C1C1=CC2=C(OCCO2)C=C1)C1=CC=CC=C1,524.15,Enamine,55,True
OCC1=CC(Cl)=C(Cl)C=C1,310.15,Bradley,1834,True
ClC1=C(OCC2=CC=CC=C2)C=CC(C=O)=C1,366.65,OCHEM,2819,True
S=C=NC1=CC=C(C=C1)N=C=S,405.15,Bradley,1011,True
SC1=C(Cl)C=C(C=C1)C#N,355.15,Enamine,4184,True
CC1=CC(C)=C(I)C(C)=C1,302.15,OCHEM,19420,True
OCCOC1=CC=CC=C1OCCO,353.15,OCHEM,6550,False
ClCC(=O)NCCC1=CNC2=C1C=CC=C2,356.15,Enamine,8615,False
CNC(NCC1=CC=CC=C1)=N/C,469.15,OCHEM,7234,False
COC1=CC=C(C=C1)C(=O)OC1=CC=C(C=CC(=O)C2=CC=CC=C2)C=C1,429.15,OCHEM,15671,True
CN(C)C=C(C#N)C(=O)NCC1=CC=C(C)C=C1,409.15,Enamine,19966,True
COC(=O)C1=C(N)C(=CS1)C#N,423.15,OCHEM,2133,True
CC1=CC=C(C=C1)[Si](C)(C)C1=CC=CC=C1CO,329.15,OCHEM,19005,True
CN(C)C1=NC(Cl)=NC(=C1)C(F)(F)F,380.15,Enamine,10297,True
OCC1=CC(OCC2=CC=CC=C2)=CC=C1,322.15,OCHEM,19805,True
CC(C)(C)OC(=O)N1CCC(CC1)OC1=CC=CC=C1N,347.65,OCHEM,2896,True
OC(=O)CN1CC2=C(C1)C=CC=C2,483.15,Enamine,14033,True
C1COCCOCCOCCN1,327.15,OCHEM,6574,True
NC(=S)C1=NC=CC=N1,471.15,Enamine,13083,True
NC1=CC(=NN1C1=CC=C(Cl)C=C1)C1=CC=CO1,403.15,Enamine,20151,True
CC1=CC(=O)NC(=N1)C1=CC(N)=CC=C1,486.15,Enamine,12293,True
IC1=CC=CC=C1C(=O)NC1=CC=CC=C1,410.15,OCHEM,11027,True
CC1=C(C)C2=C(S1)N=CN=C2N1CCC(CC1)C(O)=O,518.15,Enamine,4364,True
CCCC(O)C(O)(CC)C1CCCCC1,351.15,OCHEM,16116,True
C1CCC(NC1)C1=NC=CN1,418.15,Enamine,16049,True
CC1CCC2=CC(=C(CCC(C)=O)C=C2N1C(=O)C1=CC=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,446.15,OCHEM,16098,True
OC(=O)C1=C(C=CC=C1)C(=O)C1=CC(Cl)=C(Cl)C=C1,461.15,Enamine,17931,True
COCC1=CC=CC=C1,220.65,Bradley,1386,True
CC12C=CC=CC1NC(C=C2)=C1C(=O)C2=CC=CC=C2C1=O,476.15,OCHEM,17407,True
CN(C)C(C(O)=O)C1=CC(Cl)=CC(Cl)=C1,444.15,Enamine,4795,False
COC1=CC=C(C=O)C=C1Br,324.15,OCHEM,19829,True
NC1=CC(=CC=C1)C1SCCCS1,414.15,Enamine,7481,True
ClC1=CC2=C(NC(=N2)C2CCCN2)C=C1,398.15,Enamine,3890,True
CCOC(=O)C(=O)CC(=O)C1=C(Cl)C=CC(Cl)=C1,350.15,Enamine,15284,True
CCC1=CC=C(C=C1)C1=NN(C=C1C(O)=O)C1=CC=CC=C1,482.15,Enamine,3010,True
O=C1C2=C(SC(C#N)=C(S2)C#N)C(=O)C2=CC=CC=C12,498.15,OCHEM,10416,True
CC(C)C1=C(N=NN1C1=C(F)C=C(F)C=C1)C(O)=O,432.15,Enamine,20777,True
C1C(NC2=CC=CC=C12)C1=CC=CC=C1,322.15,OCHEM,12432,True
NC1=CC(Cl)=CC=C1N(=O)=O,401.15,OCHEM,9901,True
N#CC1CSCCN1,355.15,Enamine,6992,True
CC(C)(OC1=CC=C(C=C1)C#N)C#C,304.15,OCHEM,2256,True
CC(C)C(=O)NC1=CC=C(C=C1)C(O)=O,514.15,Enamine,11047,True
ClC1=CC=CC(CC(=O)C2=CC(=CC=C2)C#N)=C1,362.35,OCHEM,2376,True
COC(=O)C1=NN(C(=O)C1CCO)C1=CC(=CC=C1)C(O)=O,485.15,Enamine,15745,True
CCCCN1C(=O)C(CCC(O)=O)=NC2=C1C=CC=C2,420.15,Enamine,1569,True
CCC1CC(CC(C)(C)N1O)NC(C)=O,417.15,OCHEM,6639,True
O=C1CCCC2CC3=CC=CC=C3C(=O)C12,352.15,OCHEM,15073,True
O=C1C(C(N1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,407.15,OCHEM,15513,False
OC(=O)C1=C2N=CC=CC2=C(Cl)C=C1,473.15,Enamine,11108,True
BrC1=C2OCCOC2=C(S1)C#N,423.15,OCHEM,3304,True
OC(=O)C1=CC(O)=C(C=C1)[N+]([O-])=O,505.15,Bradley,2621,True
CC12CCC3C(CCC4CC(O)CCC34C)C1(O)CCC2C1=COC(=O)C=C1,515.15,OCHEM,8456,True
COC(=O)C1=CC(CS(Cl)(=O)=O)=CC=C1,376.15,Enamine,11369,True
CC1=CC=C(CC(=O)NO)C=C1,429.15,Enamine,14342,True
ClC1(Cl)SC(=O)C2=CC3=C(N=C12)C(Cl)(Cl)SC3=O,455.15,OCHEM,13233,True
[O-][N+](=O)C1=CC=CC(NN=C2C(=O)NC(=O)NC2=O)=C1,543.15,OCHEM,14005,True
CC1=CC(O)=C(C=C1)C(N)=O,455.15,Enamine,9813,True
FC(F)(F)COC(=O)NC1=NN=C(S1)C1CC1,471.15,Enamine,14356,True
ClS(=O)(=O)N1CCN(CC2=CC=CC=C2)C1=O,386.15,Enamine,13350,True
O=CC1=CC=C2OCCOC2=C1,325.65,OCHEM,4686,True
COC1=CC(=CC(OC)=C1C)C(O)=O,486.15,OCHEM,19726,True
COC(=O)CCC1=NN=C(N)S1,409.15,Enamine,19889,True
O=CC1=CC=C(OCC2=NOC=N2)C=C1,372.15,Enamine,14992,True
CSC1=NC(C)=C(CCC(O)=O)C(C)=N1,290.15,Enamine,8311,True
CC(=NO)C1=CC(=CNC1=O)C(O)=O,555.15,Enamine,14506,True
ClS(=O)(=O)C1=C(Br)C=C(Br)C=C1,357.15,OCHEM,18844,True
CCC1=CC(=O)C2=C(N1)C=CC=C2,448.15,Enamine,5588,True
NC1=CC=C(C=C1)C1=NC2=C(N1)C=CC(Br)=C2,493.15,Enamine,22224,False
CC(=O)OC1(CC[C@@]2(C)[C@@H](CCC3C4CCC[C@@]4(C)CCC23)C1)C(C)=O,438.15,OCHEM,13855,True
COC1=CC(=CC(OC)=C1OC)C(=O)OCC1=CC=CC(COC(=O)C2=CC(OC)=C(OC)C(OC)=C2)=N1,392.15,Bergstrom,148,True
COC1=C(NC(=O)NC2CCNCC2)C=CC=C1,357.15,Enamine,21983,False
CCCCN,223.65,Bradley,1432,True
OCC1OC(C(O)C1O)N1C=NC2=C1N=CN=C2NCC1=CC=CC=C1,458.15,OCHEM,1108,True
CC(=O)C1=CC=C(S1)C1=CC=CC=C1,389.15,Enamine,8156,True
OC(=O)CS(O)(=O)=O,358.15,OCHEM,8086,True
OC(=O)CSC1=NN=C(O1)C1=CC=CO1,427.15,Enamine,3461,True
OC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,489.15,Enamine,2805,True
CCOC1=CC=C(C=C1)N=NC1=CC=C(OCC)C=C1,435.15,OCHEM,8971,True
COC1=CC(=C(C=O)C=C1)[N+]([O-])=O,365.15,Enamine,18414,True
COC(=O)NC1=NC2=CC=CC=C2N1,578.15,OCHEM,21609,True
CC(CC(=O)C1=CC=C(Cl)C=C1)C(O)=O,411.15,OCHEM,1423,True
COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(C(O)=O)C(Cl)=NN2C)=N1,449.15,OCHEM,21879,True
NC(=O)C1=C(N)NN=C1,458.15,Enamine,10660,True
CC(N)(C(O)=O)C1=CC=CC=C1,443.15,Enamine,15455,True
NC1=CC=C(OCC2=CN=CC=C2)C=C1,353.15,Enamine,17664,False
COC1=CC=C(C=C1)C(=O)C1=C(OC)C=C(OC)C=C1,344.15,Enamine,18687,True
OC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,479.15,Bradley,1236,True
CCC1=CC=CC(C=C)=C1,172.15,OCHEM,10891,True
BrC1=C(Br)C(=O)C(=O)C(Br)=C1Br,419.15,OCHEM,4371,True
COC1=CC(OC)=C(C(C)=O)C(OC)=C1,376.15,OCHEM,17719,True
OCC1=CC=C(C=C1)C(F)(F)F,292.15,OCHEM,20098,True
OC(=O)C1=C(F)C=C(C=C1)C1=CC=CC=C1,461.15,Enamine,12136,True
CCN(C(C(N)=S)C1=CN=CC=C1)C(=O)OC(C)(C)C,413.15,Enamine,18561,True
S=C(NNC1=CC=CC=C1)N=NC1=CC=CC=C1,441.15,OCHEM,15377,True
FC1=CC=C(C=C1)C(=O)C1=CC=NC=C1,359.15,OCHEM,20051,True
OC(=O)CCSSCCC(O)=O,431.15,OCHEM,19592,False
BrC1=CC=C(OC2CCOCC2)N=C1,370.15,OCHEM,3483,True
CC1=CC=C2C=CC3=CC=C(C)N=C3C2=N1,433.15,OCHEM,8520,True
NC1=C(C=C(Cl)C=C1)C(=O)NC1=NC=C(Cl)C=C1,451.15,Enamine,21413,True
COC1=CC=C(NC2=C(Cl)C(=O)N(C2=O)C2=CC=C(C)C=C2)C=C1,468.15,Enamine,5123,True
N#CC(=N/OCC1OCCO1)C1=CC=CC=C1,350.85,OCHEM,11719,True
NC(=S)NC1=CC=CC=C1,425.15,Bradley,2838,True
CC(C)(C)C1=CC=C(C=C1)C(O)CCC(O)=O,401.15,Enamine,17103,True
NC(CC#N)=C(C#N)C#N,445.15,OCHEM,9557,True
COC1=C2C=CC=CC2=C(Cl)N=N1,373.15,Enamine,7417,True
NC(=O)C1=C(Cl)C=C(F)C=C1,426.15,OCHEM,6117,True
CCCC[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(O)=O,414.15,OCHEM,21467,True
OC1=CC(Cl)=C(C=O)C(Cl)=C1,501.15,OCHEM,18966,True
CNC(=O)OC1=CC=CC=C1OC(CCl)OC,353.15,OCHEM,11486,True
[O-][N+](=O)C1=CC(C=C)=CC=C1,265.65,Bradley,2875,False
COC1=C(OC(F)F)C=CC(=C1)C(O)=O,445.15,Enamine,12,True
CCC1=CC(O)=CC(C)=C1,324.75,OCHEM,9425,True
O=C(C1=CC=CS1)C1=CC=CC=C1,329.65,Bradley,1318,False
ClC1=CC=C(C=C1)P(=O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,450.15,OCHEM,3036,True
CC1=CC=C(C=C1)C1=NC(C=O)=CO1,366.15,Enamine,21805,True
COCCOC1=CC=C(C=C1)C(N)=S,415.15,Enamine,5566,True
O=CCCC1=NC2=C(O1)C=CC=C2,336.15,Enamine,19690,True
CC(CCC(O)=O)C1CCC2C3CCC4C(Br)C(=O)CCC4(C)C3CCC12C,463.15,OCHEM,12296,True
OC(CC1CCCCCN1)C1=CC=CC=C1,310.15,Enamine,3509,True
ClS(=O)(=O)C1=CNC2=C1C(Br)=CC=N2,451.15,Enamine,14309,True
CC(=O)NC(=C)C(=O)CCC(N)=O,403.15,OCHEM,10500,False
OC(=O)C1CCSCC1,383.15,Enamine,19217,True
FC1=CC=CC(F)=C1N1CCC(Br)C1=O,353.15,Enamine,4003,True
CC1=C(O)C=CC(=C1)N(=O)=O,369.15,OCHEM,7731,True
CN1N=C(C=C1CCl)C1=CC=CS1,369.65,OCHEM,5386,True
CCC1OC2=C(NC1=O)C=CC=C2Cl,413.15,Enamine,7789,True
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,323.15,OCHEM,111,True
ClC1=CC2=C(C3=C(O2)C(Cl)=C(Cl)C=C3)C(Cl)=C1Cl,479.15,OCHEM,11571,True
CNC(=O)CCl,319.15,OCHEM,19307,True
CCCCCCCCCCCCCC(Cl)=O,272.15,OCHEM,7965,True
FC(F)(F)C1=C(C=CC=C1)C1=NN=C(CCl)O1,309.15,Enamine,11051,True
CC1CCCCN1S(=O)(=O)C1=CC(C(O)=O)=C(C)C=C1,423.15,Enamine,4171,True
OC(=O)C1=C(Cl)C=C(Cl)C(F)=C1,415.15,OCHEM,6902,True
CC1=NC(C)=C(C=N1)C(O)=O,425.15,Enamine,21520,True
CSC1=CC=C(C=NO)C=C1,388.15,Enamine,1953,True
CCOC(=O)C(F)(F)C(F)(F)F,348.65,OCHEM,242,True
CC1=CC(Cl)=CC=C1,225.25,Bradley,190,True
CC1=NC2=CC(=CC=C2N1C1=CC=C(C)C=C1)[N+]([O-])=O,425.15,OCHEM,12823,True
OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O,473.15,OCHEM,8595,True
NC1=CC=NN1C1CCCCC1,354.15,Enamine,2754,False
NC1=C(C=C(C(Cl)=C1)C(F)(F)F)[N+]([O-])=O,387.15,OCHEM,1997,True
COC(=O)C1=C(C=CC(O)=C1)[N+]([O-])=O,375.15,Enamine,19065,True
CC1CC2C3CCC(C(C)=O)C3(C)CC(O)C2C2(C)CCC(=O)C=C12,429.15,OCHEM,10299,False
NC1=C(C=CC(Cl)=C1)C#N,434.15,OCHEM,11405,True
CCN(CC)C1=CC=C(C(C2=CC=C(C=C2C)N(CC)CC)C2=CC=C(C=C2C)N(CC)CC)C(C)=C1,437.15,OCHEM,2615,True
COC1=C(C=C(C)C=C1)N1C=CC(=N1)C(O)=O,432.15,Enamine,15229,True
OC1=CC=C(CC2NC(=O)NC2=O)C=C1,541.15,Enamine,17530,True
CNC1=C(C=CC=C1)C#N,340.15,Enamine,14376,True
OCC1OC(CC1F)N1C=CC(=O)NC1=O,459.15,OCHEM,11433,True
COC1=CC2=C(C=C1)C=C(C=C2)C(N)=S,462.15,Enamine,18938,True
[O-][N+](=O)C=CC1=C2C=CC=CC2=CC=C1,361.15,Enamine,21802,True
OCC1=NC=CC=C1,278.15,OCHEM,548,True
OC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCC2=C(C1)C=CC=C2,546.15,Enamine,270,True
COC1=C(NC(=O)C2=C(N)NN=C2C)C=CC=C1,453.15,Enamine,8589,True
CC1=CC=C(CCl)C=C1,277.65,Bradley,1195,True
NC(=NO)C1=C(N=CC=C1)N1CCCCC1,423.15,Enamine,15040,True
CC(C)(C)CC1=CC(N)=NN1,380.15,Enamine,20843,True
NS(=O)(=O)CC1=NOC2=C1C=CC=C2,435.15,Bradley,417,True
OC1=CC=C(C=C1Cl)C1(OS(=O)(=O)C2=CC=CC=C12)C1=CC(Cl)=C(O)C=C1,534.15,OCHEM,4256,True
COC1=CC=C(C=C1)C(C)=CC(O)=O,382.15,Enamine,3224,True
CCOC(=O)C(=CNC1=C(OCC)C=CC=C1)C#N,415.15,Enamine,13597,True
SC1=NC2(CCCCC2)NN1C1=CC=CC=C1,421.15,OCHEM,1994,True
CCOC(=O)C1=C(C)NC(C(=O)C(C)Cl)=C1C,422.15,Enamine,2649,True
OC(=O)C1CC1C1=CC2=C(OCCO2)C=C1,434.15,Enamine,21002,True
FC(F)(F)C1=CC(Cl)=C(Cl)C(Cl)=C1,264.15,OCHEM,747,True
OC(=O)CC1=C(C=C2OCCOC2=C1)[N+]([O-])=O,493.15,Enamine,21856,True
OC(=O)C1=NN(N=C1)C1=CC=C(F)C=C1,488.15,Enamine,20261,True
[O-][N+](=O)C1=CC2=C(C=C1)N=CO2,424.15,OCHEM,2708,True
CC(=O)NCCCCCC(N)=O,386.15,Enamine,13947,True
CC1=NC2=C(C(N)=NS2)C(C)=C1,454.15,Enamine,9621,True
CC1=C(C)C(N)=C(C)C(C)=C1N,425.15,OCHEM,4139,True
COC1=C(OC)C=C(C(N)=C1)[N+]([O-])=O,448.15,Enamine,8256,True
CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,423.15,OCHEM,44,False
O=N(=O)C1=CC(CC#N)=CC=C1,336.15,OCHEM,9197,True
NC1=NC(=CS1)C1=CC2=C(O1)C=CC=C2,517.15,Enamine,844,True
O=C1CCCC2=C1CC(CC#N)O2,378.15,Enamine,4933,True
COC1=CC=C(NS(=O)(=O)C2=CC(N)=C(O)C=C2)C=C1,487.15,Enamine,812,True
CC1=NC2=CC=CC=C2C1(C)C,280.15,OCHEM,18757,True
NC1=CC(NC(=O)C2=CN=CC=C2)=CC=C1,429.15,Enamine,11154,False
CC(C)(C)OC(=O)N1CCC2=C1C=CC=C2,321.15,Enamine,7194,True
OC1=CC(=CC=C1[N+]([O-])=O)[N+]([O-])=O,381.15,OCHEM,8341,True
COCC(=O)NC1=CC(SC2=CC=CC=C2)=CC=C1N=C(NC(=O)OC)NC(=O)OC,402.15,Bergstrom,77,True
CC(C)(C)OC(=O)NCCCC(=O)NN,388.15,Enamine,17229,True
CCOC(=O)C(C#N)=C(SC)SC,343.15,OCHEM,14065,True
CS(=O)(=O)C1=CC=C(F)C=C1,352.15,OCHEM,16051,True
CC(=O)C1=C(C)NC(=O)NC1C1=CC=CC=C1,511.15,OCHEM,13171,True
CC1(C)C2CCC1(C)C(=O)C2=C/N(O)C1=CC=CC=C1,379.15,OCHEM,12825,True
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,205.15,OCHEM,589,True
COC1=C(C=C(N)C=C1)S(=O)(=O)N1CCOCC1,405.15,Enamine,893,False
OC(=O)CN1C(=O)C2=C(C=CC=C2)S1(=O)=O,492.15,Enamine,9190,True
COC1=CC(C=O)=C2OC(C)CC2=C1,345.15,Enamine,17345,True
[O-][N+](=O)C1=C(S)C=CC(Br)=C1,397.15,Enamine,22365,True
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,233.15,OCHEM,10972,True
CC1=C(C(=O)C2=C(O1)C=C(O)C=C2)C1=C(Cl)C=CC=C1,456.15,Enamine,1091,False
COC1=C(CSCC(O)=O)C=C(C=C1)C(C)=O,380.15,Enamine,5502,True
NCC(O)C1=CC(F)=C(Cl)C=C1,328.15,Enamine,6285,True
OC(=O)CC(Br)C(O)=O,436.15,OCHEM,5704,True
CC1=CC(NC2=NC3=C(N2)C=CC=C3)=NC=C1,553.15,OCHEM,14635,True
OC(=O)C1=COCCO1,438.15,Enamine,90,True
OC(=O)CNS(=O)(=O)CC1=CC=CC=C1,427.15,Enamine,4682,True
COC1=CC=C(C=NC2=NC(N=N2)C(F)(F)F)C=C1,445.15,OCHEM,15349,True
ClC1=C(C=CC(Br)=C1)N=[N+]=[N-],334.15,Enamine,19485,True
CC1=C(C(C)=NN1)S(=O)(=O)N1CCOCC1,355.65,Enamine,11075,True
CCNC(=O)NCCO,327.15,Enamine,18027,True
CC(C)CCC(C)NC(=O)C1CSCN1,351.15,Enamine,17256,True
C1CCNC1,215.35,OCHEM,8090,True
CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,445.15,Bradley,1625,True
CN1N=CC(CN)=C1N,365.15,Enamine,21980,True
CC(Br)C(C)(C)Br,284.15,OCHEM,16510,False
SC1=NC2=C(C=CS2)C(=O)N1,589.15,Enamine,8992,True
COC1=C2OCCC(=O)C2=CC=C1,354.15,Enamine,14500,True
FC(Cl)C(Cl)(Cl)Cl,177.85,OCHEM,8358,True
NC1=C(O)C=C(Br)C=C1,412.15,Enamine,11699,True
OC1=C2CCC(=O)C2=CC=C1,516.15,Enamine,9786,True
[O-][N+](=O)C1=C(CC#N)C=C(F)C=C1,344.15,OCHEM,20790,True
C1=CC=C(C=C1)C1=CC(=CC=C1)C1=CC=CC=C1,360.15,OCHEM,7613,True
ClCCCCCCCl,260.15,OCHEM,484,True
COC1=C(C=CC=C1)N1C(C)=NN=C1SCC(O)=O,443.15,Enamine,2730,False
CC(NC(=O)C1=CC=CO1)C(O)=O,374.15,Enamine,1382,True
CC(C)CN1C(=O)N(C)C(=O)C2=C1N=C(CC(C)(C)C)N=C2S,463.15,Enamine,2380,True
CN(C)C(=O)NC1=CC(Cl)=C(SC(F)(F)Cl)C=C1,387.15,OCHEM,11354,True
ClCCCCCCl,200.65,Bradley,1373,True
COC1=CC=C(OC)C=C1,331.15,Bradley,2715,True
[O-][N+](=O)C1=CC=C(OC(Cl)=O)C=C1,351.65,Bradley,1137,True
FC(F)(F)S(=O)(=O)OS(=O)(=O)C(F)(F)F,193.15,OCHEM,21571,True
CCN(C(C)=O)C1=NC(C=O)=CS1,395.15,Enamine,9485,True
CC1=CC=C(F)C(=C1)C(O)=O,434.15,OCHEM,19368,False
NC(=O)C1=C(Cl)C=CC(=C1)[N+]([O-])=O,452.15,OCHEM,19266,True
CC1=CC(NC(=O)NCC(O)=O)=CC=C1,456.15,Enamine,11459,True
[O-][N+](=O)C1=CC=C(C=C1)C1=NN(C(=O)C1C=C1/C(=O)N(N=C1C1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1)C1=CC=CC=C1,557.15,OCHEM,12908,True
CCCOC1=C(OC)C=C(C=CC(O)=O)C=C1,461.15,Enamine,2126,True
CCOC(=O)C1=C(OC2=CC=C(F)C=C2)C2=C(N=C1)N(C)N=C2C,384.15,OCHEM,2168,True
CCCCN(CCCC)C1=CC=CC=C1,240.95,OCHEM,9117,True
ClCC(=O)NC1=CC2=C(CCC2)C=C1,386.15,Enamine,1959,False
CN(C)C1=CC=C(C=C1)N=C=S,343.15,OCHEM,5588,True
NC1=NC=C(C=C1)C1=NC2=C(N1)C=CC=C2,626.15,Enamine,9538,True
COC(=O)C1=C(O)C=NC=C1,423.15,Enamine,4448,False
BrC1=CC(C=O)=C(OCC2=CC=CC=C2)C=C1,335.15,Enamine,2402,True
NC(=O)C1(CCNCC1)N1CCCCC1,403.15,OCHEM,5654,True
CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1,352.15,OCHEM,11411,True
CC(C)C1=CC=C(C=C1)C(O)=O,391.15,Bradley,1588,False
CC1=CC(C)=NC(=N1)N1NC(=CC1=O)C(O)=O,520.15,Enamine,14615,True
COC1=CC=C(C=C1)C1=CC2=CC=CC=C2C=N1,372.35,OCHEM,13326,True
CC(=O)CC(=O)C1=CC=C2C=CC=CC2=C1,351.15,OCHEM,16077,True
FC(F)(F)COC(=O)NCCCN1CCCC1=O,309.15,Enamine,9659,True
OC(C1=CC2=C(O1)C=CC=C2)C1=CC=C(Cl)C=C1,321.65,OCHEM,10468,True
OC(=O)C1=C(Cl)C2=C(S1)C=C(Cl)C=C2Cl,522.15,Enamine,353,True
ClC1=CC2=C(NCCC2)C=C1,311.15,Enamine,11123,True
CN(C)S(=O)(=O)C1=CC(N)=C(C)C=C1,446.15,Enamine,776,True
O=N(=O)C1=CC=CC=C1SC1=CC=CC=C1,355.15,OCHEM,10551,True
CC(=O)C1=CC=C(CO)C=C1,327.15,OCHEM,16465,True
CCCCCCCCC(=O)OC1=CC=C(C=C1)N=NC1=CC=C(CCCC)C=C1,324.65,OCHEM,13445,True
OC(=O)C1=CN(CC2=CC=CC=C2)N=C1C1=CC=CC=C1,463.15,Enamine,5283,True
COC1=C(C=C(C=CC(O)=O)C=C1)S(=O)(=O)NC(C)C,476.15,Enamine,4805,True
ON=CC1=CC2=C(C=C1)C(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C2=O,507.15,OCHEM,12403,True
OC(=O)C(N1CCS(=O)(=O)CC1)C1=CC=CC=C1,439.15,Enamine,17411,True
OC(C(=O)C1=C2C=CC=CC2=CC=C1)C1=CC=CC=C1,378.15,OCHEM,12656,True
OC(=O)CC1=C(F)C=C(C=C1)[N+]([O-])=O,436.15,Enamine,4577,True
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,329.15,Bradley,1935,True
OC1=C(Cl)C=C(C=N1)[N+]([O-])=O,472.15,Enamine,20104,True
IN1C(=O)CCC1=O,477.15,OCHEM,8689,True
O=CC1=CN(N=C1C1=CC2=C(O1)C=CC=C2)C1=CC=CC=C1,450.15,Enamine,436,True
BrC1=CC=CC(C=O)=N1,354.15,OCHEM,20872,True
NC1=CC(=CC(Cl)=C1N)C(F)(F)F,315.65,OCHEM,1584,True
CCCCC1=CC=C(C=C1)N1N=NN=C1S,363.15,Enamine,1066,True
CCCCCCCC1=CC=C(C=C1)C1=CC=CC=C1,300.15,OCHEM,20575,True
CC1=CC(C(=O)CCl)=C(C)N1CC=C,311.15,Enamine,1582,True
NC1=CC(=NN1)C1=CC2=C(O1)C=CC=C2,398.15,Enamine,13506,True
ClC1=CC=C(SCC#N)C=C1,353.15,OCHEM,18386,True
OC(=O)C(OC1=C(Cl)C=CC(Cl)=C1)C1=CC=CC=C1,418.15,Enamine,18294,True
CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,408.15,OCHEM,7428,True
CC1=C2NC(=O)C=CC2=CC(Br)=C1,552.15,Enamine,7445,True
O(C1=CC=CC=C1)C1=NC(OC2=CC=CC=C2)=NC(OC2=CC=CC=C2)=N1,507.15,OCHEM,10012,True
OC(=O)CCS(=O)(=O)N1CCOCC1,437.15,Enamine,8359,True
CCCCCCCC(=O)OCCC,226.95,OCHEM,9223,True
COC1=CC=CC(OC)=C1CC(O)=O,423.15,Enamine,4217,False
CC(C)(O)C1=NC2=C(S1)C=CC=C2,363.15,Enamine,4194,True
CCC12CC(=C)C3C(CCC4=CCCCC34)C1CCC2(O)C#C,383.15,OCHEM,11520,True
